race,lon,lat
Hispanic,-121.88334850381624,37.297129639260696
Hispanic,-122.1038924797751,37.40251724591758
Black,-121.95009456311269,37.2986635968428
Hispanic,-121.82769779762049,37.31427970892375
Hispanic,-121.82258342791926,37.37216272571069
White,-121.96741726403627,37.35952104539479
Black,-121.88037726017382,37.26241538030321
White,-121.88257576770967,37.31822692854395
White,-121.83654189599602,37.29739272743833
Hispanic,-121.834793598341,37.36116906421081
White,-121.85271560807699,37.3012303824059
Hispanic,-121.87870791982861,37.3145362213619
Hispanic,-121.83893803847555,37.273740607984095
Hispanic,-121.95684343920459,37.281107028058585
White,-121.83885895189914,37.248376853215255
Hispanic,-121.89458499757245,37.34831921539802
Hispanic,-121.80654852796343,37.25514594283721
Hispanic,-121.90508922586388,37.237500704142235
Black,-121.85699345744531,37.25914816601444
Hispanic,-121.87074654516903,37.35678955743587
Black,-121.90385548500404,37.42926026567853
White,-121.86912609372706,37.32352538758124
Asian,-121.84847587731232,37.40009908003964
White,-121.998618571153,37.36887707678416
Hispanic,-121.94859401051066,37.30052470615736
Hispanic,-121.97913745862266,37.36477435598258
White,-121.97518421775355,37.36905807132568
White,-121.88021452737712,37.34325134599864
Black,-121.93871256081937,37.331237902350004
Hispanic,-121.77597073458954,37.32539160827329
Hispanic,-121.96877357092833,37.432934260467356
White,-121.78945387598647,37.322551493058384
Hispanic,-121.96130407166721,37.29926395480846
Hispanic,-121.86139908951985,37.34336022151168
White,-121.91639609736596,37.438986308400224
Hispanic,-121.88997222235841,37.310238000740675
Black,-121.87880531638226,37.33448067792157
Hispanic,-121.96461991740419,37.34127769299167
Hispanic,-121.89387971360965,37.317943536654006
Hispanic,-121.9856705916277,37.36594100786832
Black,-121.92009410296662,37.31623727719369
Hispanic,-121.83119026172491,37.35995749249362
Black,-121.80490827604714,37.245399356213305
Hispanic,-121.84678019790357,37.34665753115285
Hispanic,-121.96021380015134,37.35958884167947
Hispanic,-121.88824897425309,37.33402935740767
Black,-121.8678934628729,37.34592439474409
Hispanic,-121.87723436709109,37.36189921740839
White,-121.94480088511078,37.34423207827811
White,-121.9723740318982,37.27825858343927
Black,-121.87149910050589,37.29244538869803
Asian,-121.84915982334253,37.2787554698299
Hispanic,-121.83818980683434,37.354816231498496
Hispanic,-121.8842040479018,37.322921833456164
Hispanic,-121.90876065487993,37.32364099813161
Hispanic,-121.80326102653402,37.29943721592692
Hispanic,-122.0317605884646,37.39766847549398
Hispanic,-122.0436973909345,37.35545316643743
Black,-121.86587584052512,37.28010114094602
Hispanic,-121.9964622882143,37.34295373648601
Hispanic,-121.84925742679357,37.3766373345437
Hispanic,-121.88164177268216,37.32343882470278
Hispanic,-121.88606519017135,37.34970413798801
Hispanic,-121.8282727859279,37.364734224817354
Hispanic,-121.92142191938034,37.3133394661857
White,-121.877180323614,37.34115253038458
White,-121.94867440196985,37.297576074263404
Hispanic,-121.87135860288042,37.43206399427114
Black,-121.78594145386828,37.322774447859175
Black,-121.87959348466228,37.295483183240236
Asian,-121.83258152860455,37.37531752229571
White,-121.9585180949474,37.34978221813172
Hispanic,-121.85602931845409,37.35649096189375
Hispanic,-122.06966604578477,37.39149610428528
Hispanic,-121.88140545953307,37.32128225100559
Hispanic,-121.84572017863955,37.32564342509802
Asian,-121.79156075202455,37.342888272204235
Hispanic,-121.8840678451298,37.26069747683624
Asian,-121.95511892529888,37.353769333738974
Asian,-121.69173795093243,37.16659259507129
Hispanic,-121.83517864357013,37.33082694367898
Hispanic,-121.83047826290202,37.35340731931463
Hispanic,-121.86932570683877,37.41319241026144
Black,-121.89083427726693,37.35958997798069
Hispanic,-121.8192425192549,37.267056930110044
Hispanic,-121.83839616662081,37.299333428769245
White,-121.93880873494716,37.340231498369924
Hispanic,-121.84633771706288,37.34500215154039
White,-121.92536693721115,37.310542541883656
White,-122.01117016684174,37.40054312557997
Black,-121.87861712462566,37.43157324903375
Hispanic,-122.01725525830602,37.342116497294114
Asian,-121.90726837157608,37.33539991187034
White,-121.98093449697724,37.3499704893697
Black,-121.8509215664652,37.36004827940181
Hispanic,-121.83763497111288,37.32819325726322
Black,-121.85326128915337,37.3165936702439
Hispanic,-121.83526981346269,37.383439970969405
White,-121.9669442807206,37.3068266521193
Asian,-121.8254552675757,37.30323331250511
Hispanic,-121.846166514219,37.367093697478865
Hispanic,-121.83626653043358,37.351105041363994
White,-121.8304778082835,37.232519067386775
Hispanic,-121.84950370796412,37.348595914527486
White,-121.83536176943446,37.38744039324389
White,-121.97256127138756,37.32892602624892
Hispanic,-121.87883246368527,37.33821417802366
White,-121.8212075311929,37.31234794050991
Black,-121.84551869612046,37.30698341403238
Hispanic,-121.79231808164442,37.34282486642985
Hispanic,-121.78885547777979,37.33712723989824
Hispanic,-121.95588483010887,37.275766471150085
Hispanic,-121.92507928717465,37.31587935332754
Hispanic,-122.03379223191399,37.38195517416833
Hispanic,-121.9945632837381,37.39079931228009
Hispanic,-121.82852260906311,37.320832565786176
Hispanic,-121.87494469156424,37.33541893021763
Black,-121.8379636497836,37.35909719244281
Hispanic,-121.87325679467922,37.36756745244014
Hispanic,-121.96124067480207,37.35125561760513
Hispanic,-121.81905394180082,37.28853811541038
Hispanic,-121.93710379206081,37.34952599081894
Hispanic,-121.88103825155343,37.30951631331153
White,-121.81455983239447,37.22894193254661
Hispanic,-121.89825509562634,37.30388861271222
Hispanic,-121.96459113693855,37.3212031664767
Hispanic,-121.8383723676521,37.34266605756279
White,-121.79508195853515,37.22746713169946
White,-121.84874891398533,37.30920361372353
Hispanic,-121.87459519705611,37.35376239623696
Hispanic,-121.95091893984507,37.3013005382237
White,-121.95635365728073,37.29905369510028
Hispanic,-121.82137317414532,37.383395047916316
White,-121.96683224420029,37.23422212372297
White,-121.91422494224369,37.340994610342214
Hispanic,-121.87686945028562,37.33411770624729
Hispanic,-121.87432744279472,37.39038068614775
Hispanic,-121.90586168395184,37.24074088276629
Hispanic,-121.87077824792537,37.33027408212785
White,-121.90826216831118,37.31725205594389
Asian,-121.87434574596749,37.281851635964465
Hispanic,-121.80687934917732,37.26862665595542
Hispanic,-121.84155260880107,37.359896137552326
Hispanic,-121.92715924020867,37.32487467614858
White,-121.84570669552325,37.29969934838552
Hispanic,-122.12863124190204,37.45273977806453
Hispanic,-121.93026222246404,37.30977500271628
Asian,-121.88711769729098,37.44518958773427
White,-121.88327267386327,37.34267743906578
Hispanic,-122.06822936257444,37.35217767297273
White,-121.93603673173263,37.293714684999316
Hispanic,-121.90428795734826,37.44352541650175
White,-121.94297402027455,37.25150128687267
Hispanic,-121.76236917710341,37.23015838791767
Hispanic,-121.82424462029441,37.3647520026234
White,-121.77247715704446,37.226617637847255
White,-121.94090619045807,37.323759587437
Black,-121.83678539610098,37.27940631653926
White,-121.99276576364649,37.29319619954398
Hispanic,-121.84806742478636,37.35744537185222
Hispanic,-121.86559159161838,37.36160459729669
Hispanic,-121.82223780753472,37.25248932787066
Hispanic,-121.88520399834435,37.327689166881484
Hispanic,-121.82811174035726,37.31098667393516
Hispanic,-121.88508228683105,37.35379447586848
White,-121.84367514659736,37.34053331296245
White,-121.8744541179257,37.333750576771415
Asian,-121.84779219280746,37.32457296534154
Hispanic,-121.88584953936909,37.33673895238155
Black,-121.8760883534246,37.33260634915503
Black,-121.89085498849295,37.33814797024811
Hispanic,-121.87776395688664,37.32140232688316
Black,-121.84481449438285,37.331759041751155
Hispanic,-121.89011018237733,37.33671557973952
Hispanic,-121.84010411187427,37.27362253299478
Hispanic,-121.88361868055831,37.33344985485842
Asian,-121.91021671139093,37.45154351036409
Asian,-121.96540403170604,37.342185391602285
Black,-121.87579435103042,37.337169957831115
White,-121.82208939275266,37.17917974836101
White,-121.82533304796716,37.357188283227394
Hispanic,-121.85056423377011,37.36061642025634
Hispanic,-121.81176871467649,37.350326116546086
White,-121.83244996519727,37.27952967615326
Hispanic,-121.81362213639296,37.26620518829549
Asian,-121.84847262242124,37.343473072711106
Hispanic,-121.89083210073929,37.32523925769461
Hispanic,-121.86654288481066,37.2173916044708
Asian,-121.97824393810434,37.29454238900801
Asian,-121.94076707298329,37.396252252103075
Hispanic,-121.84973921144456,37.35986080407993
Hispanic,-121.95731760039023,37.40342543950631
Black,-121.86168776258243,37.39152471050553
Hispanic,-121.82800489504629,37.34210772730833
White,-121.87989468059955,37.331396467258095
Hispanic,-121.83532011064571,37.33852392588022
Hispanic,-121.83114251800616,37.288069500724355
Hispanic,-121.69369185376209,37.17202279044393
White,-122.06761640452616,37.31987939906169
Asian,-121.84957700794192,37.32350338861435
Asian,-121.83112587484752,37.32290867978163
Hispanic,-121.92462098012724,37.30492685190801
Hispanic,-121.90759089746666,37.23347915321027
Hispanic,-121.87387290517867,37.33119045318993
Black,-121.87294339306285,37.35144219592327
Hispanic,-121.9326679077209,37.2893349136983
Hispanic,-122.03545488703655,37.35485285203181
White,-121.89289554851955,37.33745006125931
Hispanic,-122.01999750372332,37.39952187264752
White,-121.99550338410289,37.33786517098744
Hispanic,-121.87809162507291,37.33216108608138
Hispanic,-121.88604428609995,37.337484028801455
White,-121.80192666358049,37.31331344334217
Hispanic,-121.83542490049334,37.3421660963776
Hispanic,-121.86951764619101,37.394384683221624
Hispanic,-121.80407026763125,37.357419667081125
Black,-121.81262378875064,37.262976583863356
Hispanic,-121.81066677809063,37.23911215448004
Hispanic,-121.91073987642226,37.34015370626971
White,-121.86314282204549,37.314569186713854
Hispanic,-121.9679635038512,37.30545967537354
Hispanic,-121.94588136158535,37.25317621715544
Hispanic,-121.83924865416945,37.24131075902901
Hispanic,-121.84876846554185,37.35151927025713
Hispanic,-121.8197695467822,37.32129929677964
Hispanic,-121.91691887675348,37.34769247286277
Hispanic,-121.93739656044406,37.28291052300242
Hispanic,-121.854194856723,37.24727819205759
Black,-121.92274828501488,37.29844797983436
Hispanic,-121.84698794237104,37.351523791341485
Hispanic,-121.91064299232413,37.3130737064953
Hispanic,-122.12180936839077,37.448562317158824
White,-122.01829611045751,37.39328480201892
Hispanic,-121.82278711161536,37.27542267423492
Hispanic,-121.75840992207559,37.28825143322725
Black,-121.87261622192224,37.32569994860454
Hispanic,-121.990881528001,37.32280500593568
Hispanic,-121.81518739178702,37.25401885363006
Hispanic,-121.75907187999528,37.31358283152055
Hispanic,-121.91664155617099,37.31613734224333
Hispanic,-121.85485860562447,37.23709606098549
Hispanic,-121.92792671832072,37.32390913431366
Hispanic,-121.8907053330453,37.33576439044411
Hispanic,-121.87719443350578,37.3218178172279
Black,-121.81227770433883,37.349461110227175
Hispanic,-121.91212974904315,37.36148278578052
Hispanic,-121.86693698911597,37.390165294885755
White,-121.89598879347193,37.437383818905545
White,-121.91024739093909,37.335466530857616
Hispanic,-121.87131791953172,37.31656992514978
White,-121.8892946381238,37.33313416666255
Hispanic,-121.8366716024533,37.351591623432505
White,-122.01195149650596,37.300542653145804
White,-121.8862008687004,37.329170955265234
Hispanic,-121.82621154789035,37.231392193119575
Asian,-121.83151987555908,37.30718223712411
Black,-121.92380314578723,37.321409826224894
Hispanic,-121.91893560880159,37.311322757738466
Hispanic,-121.8397125880374,37.26451227628215
Hispanic,-121.88413607763154,37.36249283321484
Asian,-121.95707122707184,37.39278743907608
White,-121.81160869528931,37.34800659268345
Hispanic,-122.04879333859888,37.38511528726812
Hispanic,-121.81329881699887,37.22913683801547
Black,-121.88941277739987,37.331535305020765
Hispanic,-121.86019454419963,37.3768629571331
White,-121.90521330853916,37.333861631929246
Black,-121.85216958148408,37.35488771292209
Asian,-121.99173592279399,37.29003816454584
White,-121.97765056832634,37.29808901845379
White,-122.12038782030079,37.38243287589244
Black,-121.76175198036726,37.24359879426913
Asian,-121.80684554459218,37.26166483256377
Black,-121.96091717856046,37.398195655969715
White,-121.88344549867728,37.33634618918069
Asian,-121.9536923210051,37.38848292258418
Hispanic,-121.90350958278793,37.24444558769497
Black,-121.87876898514398,37.297301023756305
Hispanic,-121.93237904069102,37.29273312285268
Hispanic,-121.8046415186406,37.27172143432738
Hispanic,-121.8546928940147,37.32910398092557
Hispanic,-121.89209437666162,37.33318209322377
White,-121.96522148979909,37.30487731977312
Hispanic,-121.83366918482425,37.27527485072448
Hispanic,-122.10078861685416,37.39667510977759
White,-121.84538618883424,37.30025388505375
Hispanic,-121.8245866488787,37.36410483195633
Hispanic,-121.88021603619698,37.25316961005412
Black,-121.80956673911416,37.248416635927335
Hispanic,-122.07812166622735,37.38565877385846
Hispanic,-121.89404734314685,37.31282119881474
Hispanic,-121.84076131217715,37.334061150368846
Hispanic,-121.88415983912462,37.29761633489662
Hispanic,-121.96297642668283,37.255879140021094
Hispanic,-121.87891807011245,37.31360651632275
White,-121.8499738229436,37.349280654172645
Hispanic,-121.95292258038711,37.35550250506161
Black,-121.85078788357258,37.37565383346393
Asian,-122.00257702343174,37.38734983570115
White,-121.95808717856939,37.2344273660058
Hispanic,-121.87601991289182,37.33281299056895
Hispanic,-121.81658144600553,37.36417318772274
Hispanic,-121.81912188962318,37.36217839983007
Hispanic,-121.82202094760947,37.28644907757036
White,-121.87988970965293,37.33046118694492
Hispanic,-121.91923694788763,37.31166588057027
White,-121.90608069049797,37.353506047560785
Hispanic,-122.01743179233476,37.39191608899316
Hispanic,-121.85266909824638,37.35466230790432
Hispanic,-121.83238620117439,37.377219744613114
Black,-121.92190261132407,37.31783633037348
Hispanic,-121.80164457912569,37.261017460117316
Hispanic,-121.83506836044212,37.3391211820573
Hispanic,-121.80965733224197,37.299819731196756
Hispanic,-121.91477841605274,37.26338171264035
Hispanic,-121.96821233279258,37.31025266802179
Hispanic,-121.8254274176667,37.26877007096578
Hispanic,-121.88594869695915,37.25064140235516
Hispanic,-121.85009163504868,37.351587039343464
Hispanic,-121.81893622295263,37.31467500676101
Hispanic,-121.9338610382599,37.28252185216046
Black,-121.96892083706426,37.36114266565214
Hispanic,-121.80365541443035,37.333794780838296
White,-121.89257468428316,37.33087146910386
White,-121.8493293132947,37.352858770889135
Hispanic,-121.7890626619756,37.320510302948385
Hispanic,-121.9408124622811,37.26600995834896
White,-121.86714600658762,37.342791662550574
Hispanic,-121.87864498206261,37.313274627706285
Hispanic,-121.81270806140083,37.34196071929671
White,-121.93239503144835,37.325631269846305
Hispanic,-121.84752370392906,37.342801991625116
White,-121.7573040457032,37.283448849767495
White,-121.9750158300805,37.22758447211751
Hispanic,-121.83247431347954,37.35823342130616
Hispanic,-121.8557439289212,37.32592051055821
Hispanic,-121.88619670027995,37.336560331193866
Hispanic,-121.82920386424716,37.37159010281927
White,-121.88886783250088,37.338730720404456
Asian,-121.95569830382574,37.34017716379872
Asian,-121.84804946803058,37.3073599025906
Hispanic,-121.83190579827755,37.323914768089686
Black,-121.87987983503363,37.33568324601477
Hispanic,-121.77713488100873,37.302328591121224
Hispanic,-121.79509285110385,37.31355134346154
Hispanic,-121.8269095678185,37.2907181763014
Hispanic,-121.87714378423819,37.31935135585335
Hispanic,-122.02753468161458,37.37292994678836
Hispanic,-121.88706462428765,37.431537043801356
White,-121.90492819391355,37.24362380204778
Hispanic,-121.84670692359033,37.35167089667213
White,-121.89741984252346,37.280419729420245
Hispanic,-121.8897652272349,37.3587276579328
Black,-121.93867243896956,37.298577422708156
Black,-121.98128962223329,37.31221352620885
White,-121.95653215329025,37.337278191100054
Hispanic,-121.82553953185041,37.33760921668035
Hispanic,-121.95078174179606,37.385276970799744
Hispanic,-121.96547886299263,37.36120226114189
Black,-121.86023447034822,37.28367304429554
Hispanic,-121.81170904992753,37.30145007193143
White,-121.84564571181046,37.36035082001268
Black,-121.88320877660422,37.345433348796234
Asian,-121.77534653717251,37.30223471297661
White,-121.87423451586169,37.327825069226435
Hispanic,-121.90145099990437,37.34428287906216
Hispanic,-121.94450246175553,37.40353713763941
Hispanic,-121.79466727035582,37.33442194512699
Asian,-121.83445326351618,37.36986948260562
White,-121.87649224405972,37.35013383280701
Hispanic,-121.87413367663137,37.322614769219214
Hispanic,-121.83484123245807,37.3539716214315
Black,-121.88136538540972,37.341031245719364
Asian,-121.82579225969678,37.302644479896514
White,-122.0582401605551,37.32897795887653
Hispanic,-121.80424508039339,37.35503258197127
White,-121.81479501753023,37.35451851803921
Black,-121.95135851819806,37.3560502026368
Hispanic,-121.86012379075164,37.342171589827466
Hispanic,-121.81890556047206,37.297955889716064
Hispanic,-121.87164258131844,37.315377387544906
Hispanic,-121.83732200070381,37.32302321072682
White,-121.97209881351088,37.367716911911046
White,-121.96284406254101,37.277456816553816
Black,-121.83277100873946,37.35841396415405
Asian,-121.84817760841581,37.3441733881523
White,-121.98962431658657,37.223315288806944
Black,-121.88814229892559,37.35980134882778
Black,-121.95134722712358,37.360883208634895
Hispanic,-121.81737168126641,37.36461292370023
White,-121.90434987799917,37.301285483359294
White,-121.89750701342379,37.366536594233885
Hispanic,-122.09381643751591,37.39694363900761
Hispanic,-121.83685773054586,37.358275719507844
White,-121.8466293173993,37.20078331586727
Asian,-121.80517340728582,37.313994406757
Hispanic,-121.84436615506975,37.36366117709527
Hispanic,-121.83070273119631,37.33277114867034
Hispanic,-121.83291505025461,37.334469993259724
Black,-121.88344491575887,37.2894498596275
Hispanic,-121.86167929723486,37.22119030382792
Black,-121.87441686055541,37.33634345267294
Hispanic,-121.87350346703813,37.33228781650687
Hispanic,-121.85078129565231,37.39589710755358
Asian,-121.81078767953795,37.3125481979212
White,-122.0308692355611,37.34374669601148
Hispanic,-121.98832910141967,37.26983989880749
Hispanic,-121.89088266996916,37.331764315493295
White,-121.88392299687413,37.33325205105158
Hispanic,-121.8364889036621,37.3586075769812
Hispanic,-121.88139318917304,37.34671223613181
Hispanic,-121.87240384743859,37.305460632636304
Hispanic,-121.81255278902917,37.28287614636238
Black,-121.80162743035879,37.262344554885914
Hispanic,-121.84546037849799,37.35659700975233
Hispanic,-121.79392391069989,37.309104330563365
Hispanic,-121.88575041931428,37.323729555819746
Hispanic,-121.85398528293699,37.32143957603514
White,-121.87816361241353,37.41381468495966
White,-121.82786882716708,37.362982949273274
Hispanic,-121.8140205713053,37.30635223298995
White,-121.88706537864819,37.356441929149995
Hispanic,-121.86613822832454,37.34879603461225
Hispanic,-121.84765416814513,37.35469122826214
Hispanic,-121.87770201974448,37.33247228123579
White,-121.86301825045024,37.257447699339124
Hispanic,-121.8237189405841,37.28460045077767
Hispanic,-121.878809840384,37.340230530795246
Hispanic,-121.90935083262937,37.36490840550458
Hispanic,-121.82035331801262,37.31175653396657
White,-121.8448554878997,37.320832292762645
White,-121.9803583952456,37.34320416116029
Black,-121.87547679992747,37.2967348521127
Hispanic,-121.96547178593431,37.26406750236406
Hispanic,-121.80312794577173,37.354143538308705
Hispanic,-121.9599850008748,37.403651554695955
Black,-121.84195508569584,37.33426711896196
Hispanic,-121.85300900770336,37.36347583644278
Hispanic,-121.8544348594042,37.36365160784657
Asian,-121.83087845004584,37.32829523536716
Hispanic,-121.7910826546718,37.316151417320604
White,-121.89498283805708,37.260375821245084
White,-121.86141597723763,37.30488073480998
Hispanic,-121.82467824315562,37.364338867292815
Hispanic,-121.86211067059237,37.34581868836463
Hispanic,-121.89408022656508,37.415391959920335
Asian,-121.79817526814527,37.24270208996626
White,-121.80702729251568,37.272416815796916
Hispanic,-121.81651012976148,37.39700143806874
Asian,-121.97887924566264,37.35811099889004
Black,-121.95546809409632,37.297257044996165
White,-121.85533467654922,37.33249091693791
Hispanic,-121.82527613313307,37.35902222672924
Hispanic,-121.97538219802512,37.30599251860076
White,-121.85629126252527,37.21998225310347
White,-122.07440701627125,37.31489110194924
Black,-121.83853738434972,37.35456207292176
Hispanic,-121.84759236794564,37.33625113360797
Hispanic,-121.88248055944076,37.43609728542215
Hispanic,-121.97181699774964,37.42665613420698
Hispanic,-121.89545774826011,37.32090725842074
Hispanic,-121.99828521796537,37.35593458360612
Hispanic,-121.79905048406265,37.25462140524204
White,-121.96841356188526,37.4158948689566
Hispanic,-121.84343646726441,37.25654822924338
Hispanic,-121.84574123586535,37.34117299509276
Hispanic,-121.80396570139959,37.249707309348345
Hispanic,-121.85907467895959,37.34254686746267
Hispanic,-121.85622915933953,37.34951324019702
Hispanic,-121.92440070118968,37.300348624807334
Hispanic,-121.81810115903006,37.369366805519185
Hispanic,-121.90410818019299,37.354413644806854
White,-121.92897293700848,37.28419110485312
Hispanic,-121.97943237806287,37.323261272351175
Black,-121.83626914975264,37.356857051520535
Hispanic,-121.88770257171034,37.25683678816946
Hispanic,-121.8321042299765,37.38322433182914
Hispanic,-121.93148704890173,37.29739617110539
White,-121.90448202701334,37.25236801294177
Hispanic,-121.91607328214191,37.36944418115184
Hispanic,-122.09242966972701,37.40843658461652
White,-121.78770604056352,37.23115258955392
Hispanic,-121.91616325446319,37.318495140715925
White,-121.80336172477966,37.22472417722791
Hispanic,-121.85053138351115,37.329640217322996
White,-122.12210014879841,37.44550051759736
Hispanic,-121.87758164468497,37.32615830105783
White,-121.89706695301123,37.348589057076445
Asian,-121.87826937461399,37.43831161784901
Hispanic,-121.83564968500522,37.339115049633804
White,-121.83203456011952,37.37807161199045
White,-121.84603912716,37.28360061094132
Hispanic,-121.91480488760998,37.2603949659835
Asian,-121.95699731725958,37.35894737685144
White,-121.94970575880005,37.24925574776626
Hispanic,-121.83446602466869,37.276201509220115
Black,-121.88028619033409,37.35518544723651
Hispanic,-121.92653956333372,37.32404067820836
Asian,-121.95753302618368,37.340060321385636
Black,-121.92514441372613,37.2423545561253
Hispanic,-121.89302533368229,37.33495592752709
White,-122.07642850199572,37.411799770930116
Hispanic,-121.81074348987427,37.25753241291613
Hispanic,-121.84328341098083,37.276442212379706
Hispanic,-121.84437917259935,37.35899998636671
Hispanic,-121.77192195940412,37.23141300503943
White,-121.82989119671754,37.37488517891482
Asian,-121.89115352727485,37.30103233785367
Hispanic,-121.82979732687559,37.329188379793464
Hispanic,-121.80972768450417,37.310794579527375
Asian,-121.90373906571736,37.37136246745355
Hispanic,-121.86030816712254,37.377811524288404
White,-121.89572860269206,37.44690982782619
Hispanic,-121.87477654430944,37.32571374783038
Hispanic,-121.8692624324459,37.33811278624113
Hispanic,-121.97877619574419,37.29265453094342
Black,-121.95814198716053,37.36697754454723
White,-122.00786819648258,37.352545764249975
Hispanic,-121.83448407273026,37.33427194222565
Asian,-121.84714558537866,37.29301658626495
Asian,-121.82783180628397,37.35907964231764
Hispanic,-121.83720151880448,37.362841569647436
Hispanic,-121.84962121625865,37.32992254095255
Hispanic,-121.94163877512219,37.33723272410013
Asian,-121.88851511934568,37.23347602869342
Hispanic,-121.87698553437527,37.32918657579212
White,-121.85321459140351,37.24527517010394
Hispanic,-121.96995715064547,37.31385543276582
Hispanic,-121.83744749670032,37.330182696314864
White,-121.92204255857011,37.25966770341388
White,-121.92115250146377,37.2882638924191
Hispanic,-121.82591198659276,37.307562384993474
Hispanic,-121.80485674154352,37.36345856740187
Hispanic,-121.79047218761038,37.34064302554818
Hispanic,-121.80889035734933,37.34766968005735
Hispanic,-121.89300885759967,37.304558673172274
White,-122.06758746302904,37.35395908016662
Hispanic,-121.82876299619615,37.33628169323143
Hispanic,-121.8723473895527,37.3368431250119
Hispanic,-121.84832522013431,37.333483520010354
Hispanic,-122.02377595182037,37.39858740953532
Hispanic,-121.81774206569224,37.277313693062816
Hispanic,-121.8540564586991,37.376785520668264
Black,-121.88495306838801,37.25372971359032
Hispanic,-121.82923206238765,37.28135911962598
White,-121.93797173825388,37.27108063120611
Hispanic,-121.84739532147559,37.31740872701269
White,-122.05724167153762,37.373715687579384
White,-121.84898342436576,37.30467323756406
Hispanic,-121.95392267529121,37.36055853819096
White,-121.87370629779515,37.33662400504856
Hispanic,-122.00142367679634,37.3539459355343
Hispanic,-121.82382728575394,37.281533698709076
Black,-122.11873787834504,37.44506727547678
Hispanic,-121.83368282242795,37.333809539971355
Hispanic,-121.88831350853283,37.363429771761304
White,-121.96612736661463,37.31437924598993
Hispanic,-121.84474160217616,37.317932373679625
White,-121.96862995455596,37.427049173899135
Black,-121.95925823417663,37.41039953192602
Hispanic,-121.79408346624042,37.317758304159156
Asian,-121.84634458264779,37.34916738410149
Asian,-121.8321700702608,37.32432059109847
Black,-121.88720832471911,37.33812750819852
Hispanic,-121.87222416096016,37.337553732902634
White,-121.81921753621529,37.31786559700434
Hispanic,-121.83374977484165,37.337302772268245
Black,-122.05062998595382,37.381194965774576
Black,-121.82073813469825,37.316516014617825
Hispanic,-121.83632641620784,37.36697368046409
Asian,-121.83568073963818,37.348071646544426
Hispanic,-121.90838265008504,37.432840130168636
Hispanic,-121.94674400902458,37.255910207289965
Hispanic,-122.07952711535756,37.40338865083989
Hispanic,-121.81022959176003,37.30729260469405
Asian,-121.79218050408642,37.22787677967092
Asian,-121.86625328608305,37.36682031716064
Hispanic,-121.8383889609424,37.316552198425974
Hispanic,-121.87910862012198,37.27902558243184
Hispanic,-121.841276956429,37.31510706157787
Hispanic,-121.82650922629344,37.31364144924833
Hispanic,-121.89241389923181,37.32810084697852
Asian,-121.92085658737278,37.434935863999016
Hispanic,-121.85174511820776,37.323578772628146
Asian,-121.8603634923286,37.41483006805611
White,-122.01781523574522,37.38476499328609
Black,-121.8561035512528,37.34022854895509
Hispanic,-121.86364269171189,37.36133402065506
Black,-121.89013908552657,37.38632970662693
White,-121.91252101246475,37.327715903264775
Hispanic,-121.94703190741645,37.30858768762652
Black,-121.88532679430945,37.32465348054161
Hispanic,-121.94300927819752,37.28598159920037
White,-121.98645829747116,37.32560085993991
Asian,-121.80502430323097,37.30958461217692
Hispanic,-121.81218030949928,37.341964822770656
Hispanic,-121.94738963593907,37.31635973419542
Black,-121.95572044719013,37.26951985187761
White,-122.06679442972508,37.402736972193146
Hispanic,-121.79599083486987,37.32268352145665
Hispanic,-121.88822074464608,37.33184772734805
White,-121.89871768608234,37.34751653259591
White,-121.9056047615759,37.343188807036874
Hispanic,-121.8260016145982,37.38113939275939
Hispanic,-121.82510823667296,37.38018426437341
Hispanic,-121.80281127955921,37.23653883535256
White,-121.82280764780585,37.374427171871616
Hispanic,-121.83972787666181,37.34375074813142
Hispanic,-121.87965445352107,37.3374835124318
White,-121.89530514897427,37.31216429655631
White,-121.84447494337434,37.320336037006214
White,-121.87677077622666,37.32081897309738
Hispanic,-121.86822038009436,37.27967042670793
Hispanic,-121.8197907536182,37.35956028224834
White,-122.01361835407953,37.38430816323309
White,-121.81569014452934,37.24021971256534
Hispanic,-122.02715238811562,37.38876115369879
Hispanic,-121.90698621479095,37.314474148076464
White,-121.89155476627838,37.382072780371445
Hispanic,-121.85863835049827,37.28913022975013
Asian,-121.81114277321123,37.33112714686446
Hispanic,-121.7892097267885,37.30689708136089
Hispanic,-121.84413384707435,37.34417651263983
Black,-122.03265094118905,37.341678457562146
Hispanic,-121.92154947593455,37.3212208012008
Hispanic,-121.86493801034189,37.34171199383609
Hispanic,-121.8606264437454,37.41017983915158
Hispanic,-121.8780222071841,37.245528284420715
Hispanic,-121.78343376969511,37.30362006859041
Hispanic,-122.02594313294625,37.39511217846339
White,-121.94246212747117,37.28680397681269
Hispanic,-121.97214396064147,37.306358118767236
Asian,-121.8079269567573,37.24241235859298
Asian,-121.91075178915538,37.46118348348277
Hispanic,-121.81990462796298,37.32156577553543
Hispanic,-121.8837869817558,37.356378970113525
Asian,-121.8789992708458,37.38025803081051
White,-121.9531984508417,37.28022552124169
Hispanic,-121.8511190186292,37.330369895830714
Hispanic,-121.80376953092698,37.24884950433635
White,-121.8996019604471,37.35983164968117
Hispanic,-121.80864987386566,37.24154466999204
Black,-121.81747642206835,37.26994837406392
Hispanic,-121.83491652815749,37.25607626754009
Hispanic,-121.91076605388582,37.327729991589656
Hispanic,-121.87070033430768,37.342820988392226
Hispanic,-121.94938254178206,37.387918906457145
Asian,-121.82378652808833,37.29062761510204
